Name,Address,Rating,Website,Price,City,State
The Manhattan at Times Square Hotel,"790 7th Ave, New York, NY 10019, USA",3.1,https://www.ihg.com/spnd/hotels/us/en/new-york/nycat/hoteldetail,570,New York City,NY
"Holiday Inn New York City - Times Square, an IHG Hotel","585 8th Ave, New York, NY 10018, USA",4.1,https://www.ihg.com/holidayinn/hotels/us/en/new-york/nycma/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-US-_-NYCMA,250,New York City,NY
Delta Hotels New York Times Square,"340 W 40th St, New York, NY 10018, USA",3.3,https://www.marriott.com/en-us/hotels/nycde-delta-hotels-new-york-times-square/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,220,New York City,NY
The New Yorker Hotel,"481 8th Ave, New York, NY 10001, USA",3.9,https://www.wyndhamhotels.travel/,290,New York City,NY
Park Central Hotel New York,"870 7th Ave, New York, NY 10019, USA",3.9,http://www.parkcentralny.com/,236,New York City,NY
DoubleTree by Hilton Hotel New York Times Square West,"350 W 40th St, New York, NY 10018, USA",3.5,https://www.hilton.com/en/hotels/nycswdt-doubletree-new-york-times-square-west/?SEO_id=GMB-AMER-DT-NYCSWDT&y_source=1_NDQ2NjAzNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,125,New York City,NY
SpringHill Suites New York Manhattan/Times Square South,"338 W 36th St., New York, NY 10018, USA",3.9,https://www.marriott.com/en-us/hotels/nycsh-springhill-suites-new-york-manhattan-times-square-south/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,150,New York City,NY
Virgin Hotels New York City,"1227 Broadway, New York, NY 10001, USA",4,https://virginhotels.com/nyc/,198,New York City,NY
Hyatt Grand Central New York,"at Grand Central Terminal, 109 E 42nd St, New York, NY 10017, USA",4,https://www.hyatt.com/en-US/hotel/new-york/hyatt-grand-central-new-york/nycgh?src=corp_lclb_google_seo_nycgh&%3Futm_source=google&utm_medium=organic&utm_campaign=lmr,157,New York City,NY
Graduate by Hilton New York,"22 N Loop Rd, New York, NY 10044, USA",4.1,https://www.hilton.com/en/hotels/nycgngu-graduate-new-york/?SEO_id=GMB-AMER-GU-NYCGNGU&y_source=1_MTA1MzY0NDc0MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,86,New York City,NY
Freehand Los Angeles,"416 W 8th St, Los Angeles, CA 90014, USA",4.1,https://freehandhotels.com/los-angeles/?utm_source=google-my-business&utm_medium=organic&utm_campaign=hotel-los-angeles,148,Los Angeles,CA
citizenM Los Angeles Downtown hotel,"361 S Spring St, Los Angeles, CA 90013, USA",4.4,https://www.citizenm.com/hotels/united-states/los-angeles/los-angeles-downtown-hotel?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=lad&y_source=1_NDkyNzM5MTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,193,Los Angeles,CA
Hollywood Hotel ®,"District of Hollywood, 1160 N Vermont Ave, Los Angeles, CA 90029, USA",3.6,https://www.thehollywoodhotel.com/,120,Los Angeles,CA
STILE Downtown Los Angeles by Kasa,"929 S Broadway, Los Angeles, CA 90015, USA",4.4,https://kasa.com/properties/stile-downtown-los-angeles-by-kasa,139,Los Angeles,CA
Beverly Hills Plaza Hotel & Spa,"10300 Wilshire Blvd, Los Angeles, CA 90024, USA",4.3,https://www.beverlyhillsplazahotel.com/,176,Los Angeles,CA
Hollywood Inn Suites Hotel,"1030 W El Segundo Blvd, Gardena, CA 90247, USA",3.8,https://www.hollywoodsuiteshotel.com/,204,Los Angeles,CA
"The Ritz-Carlton, Los Angeles","900 W Olympic Blvd, Los Angeles, CA 90015, USA",4.6,https://www.ritzcarlton.com/en/hotels/laxlz-the-ritz-carlton-los-angeles/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,109,Los Angeles,CA
Kimpton Hotel Wilshire,"6317 Wilshire Blvd, Los Angeles, CA 90048, USA",4.1,https://www.hotelwilshire.com/?&cm_mmc=WEB-_-KI-_-AMER-_-EN-_-EV-_-Google%20Business%20Profile-_-DD-_-wilshire,189,Los Angeles,CA
Aventura Hotel,"1020 Fedora St, Los Angeles, CA 90006, USA",4.2,http://theaventurahotel.com/,130,Los Angeles,CA
Banana Bungalow Hollywood Hotel & Hostel,"5920 Hollywood Blvd, Hollywood, CA 90028, USA",4.1,http://www.bananabungalows.com/,118,Los Angeles,CA
"The Laura Hotel, Houston Downtown, Autograph Collection","1070 Dallas St, Houston, TX 77002, USA",4.3,https://www.marriott.com/en-us/hotels/houkd-the-laura-hotel-houston-downtown-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,190,Houston,TX
The Lancaster Hotel,"701 Texas Ave, Houston, TX 77002, USA",4.7,https://thelancaster.com/,134,Houston,TX
"C. Baldwin, Curio Collection by Hilton","400 Dallas St, Houston, TX 77002, USA",3.9,https://www.cbaldwinhotel.com/?SEO_id=GMB-AMER-QQ-HOUCUQQ&y_source=1_MTI4NDEyMjEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,198,Houston,TX
"InterContinental Houston, an IHG Hotel","6750 Main St, Houston, TX 77030, USA",4.4,https://www.ihg.com/intercontinental/hotels/us/en/houston/houit/hoteldetail?cm_mmc=GoogleMaps-_-IC-_-US-_-HOUIT,195,Houston,TX
"Thompson Houston, by Hyatt","1717 Allen Pkwy, Houston, TX 77019, USA",4.4,https://www.hyatt.com/thompson-hotels/en-US/iahth-thompson-houston?src=corp_lclb_google_seo_iahth&%3Futm_source=google&utm_medium=organic&utm_campaign=lmr,200,Houston,TX
Hyatt Place Houston-North,"300 United Leuva Cir, Houston, TX 77060, USA",3.4,https://www.hyatt.com/hyatt-place/en-US/houza-hyatt-place-houston-north?src=corp_lclb_google_seo_houza&%3Futm_source=google&utm_medium=organic&utm_campaign=lmr,120,Houston,TX
DoubleTree by Hilton Hotel Houston - Greenway Plaza,"6 E Greenway Plaza, Houston, TX 77046, USA",3.8,https://www.hilton.com/en/hotels/hougwdt-doubletree-houston-greenway-plaza/?SEO_id=GMB-AMER-DT-HOUGWDT&y_source=1_MTM3Mjc2Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,142,Houston,TX
JW Marriott Houston by The Galleria,"5150 Westheimer Rd, Houston, TX 77056, USA",4.4,https://www.marriott.com/en-us/hotels/houjw-jw-marriott-houston-by-the-galleria/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,164,Houston,TX
Hyatt Regency Houston/Galleria,"2626 Sage Rd, Houston, TX 77056, USA",4.4,https://www.hyatt.com/hyatt-regency/en-US/hourg-hyatt-regency-houston-galleria?src=corp_lclb_google_seo_hourg&%3Futm_source=google&utm_medium=organic&utm_campaign=lmr,174,Houston,TX
La Colombe d'Or hotel,"3410 Montrose Blvd, Houston, TX 77006, USA",4.6,https://www.lacolombedor.com/,148,Houston,TX
Hyatt Regency San Francisco,"5 Embarcadero Ctr, San Francisco, CA 94111, USA",4.4,https://www.hyatt.com/hyatt-regency/en-US/sfors-hyatt-regency-san-francisco?src=corp_lclb_google_seo_sfors&%3Futm_source=google&utm_medium=organic&utm_campaign=lmr,193,San Francisco,CA
"The Ritz-Carlton, San Francisco","600 Stockton St, San Francisco, CA 94108, USA",4.6,https://www.ritzcarlton.com/en/hotels/sforz-the-ritz-carlton-san-francisco/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,232,San Francisco,CA
HI San Francisco Fisherman's Wharf Hostel,"Building, 240 Fort Mason, San Francisco, CA 94123, USA",4.4,https://www.hiusa.org/find-hostels/california/san-francisco-building240-fortmason/?utm_source=listings&utm_medium=local&utm_campaign=Yext23&utm_term=hostel&utm_content=HI_San_Francisco_Fishermans_Wharf&y_source=1_MTAyMTYxNDgzOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,193,San Francisco,CA
"FOUND Hotel Carlton, Nob Hill","1075 Sutter St, San Francisco, CA 94109, USA",4.1,https://foundhotels.com/cities/hotel-carlton/,203,San Francisco,CA
